#time,accel_x,accel_y,accel_z
285.959559,57.427742,191.425808,9954.142016
285.962144,153.140646,172.283227,9877.571693
285.964729,57.427742,133.998066,9934.999435
285.967313,76.570323,114.855485,9801.001370
285.969898,114.855485,191.425808,9934.999435
285.972482,153.140646,191.425808,9877.571693
285.975067,95.712904,229.710970,9839.286531
285.977652,57.427742,210.568389,9743.573627
285.980236,19.142581,153.140646,9781.858789
285.982821,114.855485,153.140646,9762.716208
285.985406,19.142581,153.140646,9781.858789
285.987990,19.142581,133.998066,9839.286531
285.990575,76.570323,191.425808,9877.571693
285.993160,-0.000000,153.140646,9839.286531
285.995744,19.142581,133.998066,9896.714274
285.998329,57.427742,191.425808,9762.716208
286.000913,38.285162,172.283227,9839.286531
286.003498,76.570323,210.568389,9858.429112
286.006083,19.142581,153.140646,9858.429112
286.008667,38.285162,172.283227,9839.286531
286.011252,76.570323,210.568389,9858.429112
286.013837,76.570323,172.283227,9820.143950
286.016421,19.142581,191.425808,9820.143950
286.019006,133.998066,153.140646,9877.571693
286.021591,133.998066,172.283227,9801.001370
286.024175,76.570323,191.425808,9896.714274
286.026760,76.570323,172.283227,9896.714274
286.029344,38.285162,114.855485,9915.856854
286.031929,76.570323,153.140646,9877.571693
286.034514,76.570323,114.855485,9858.429112
286.037098,38.285162,76.570323,9820.143950
286.039683,38.285162,191.425808,9858.429112
286.042268,76.570323,172.283227,9762.716208
286.044852,57.427742,153.140646,9743.573627
286.047437,114.855485,95.712904,9820.143950
286.050109,95.712904,95.712904,9781.858789
286.052780,76.570323,153.140646,9820.143950
286.055452,57.427742,76.570323,9858.429112
286.058124,133.998066,114.855485,9820.143950
286.060796,38.285162,133.998066,9820.143950
286.063468,76.570323,76.570323,9915.856854
286.066139,114.855485,114.855485,9858.429112
286.068811,57.427742,287.138712,9781.858789
286.071483,57.427742,191.425808,9934.999435
286.074155,95.712904,133.998066,9934.999435
286.076826,57.427742,95.712904,9896.714274
286.079498,191.425808,95.712904,10049.854920
286.082170,57.427742,114.855485,9781.858789
286.084842,38.285162,287.138712,9801.001370
286.087514,133.998066,325.423874,9877.571693
286.090185,57.427742,287.138712,9781.858789
286.092857,19.142581,248.853550,9858.429112
286.095529,114.855485,114.855485,9820.143950
286.098201,57.427742,95.712904,9724.431046
286.100872,76.570323,76.570323,9724.431046
286.103544,95.712904,95.712904,9839.286531
286.106216,76.570323,172.283227,9762.716208
286.108888,-0.000000,191.425808,9724.431046
286.111560,76.570323,229.710970,9877.571693
286.114231,133.998066,153.140646,9877.571693
286.116903,38.285162,76.570323,9839.286531
286.119575,114.855485,133.998066,9992.427178
286.122247,76.570323,133.998066,9896.714274
286.124918,19.142581,191.425808,9858.429112
286.127590,153.140646,248.853550,9934.999435
286.130262,114.855485,172.283227,9877.571693
286.132934,57.427742,172.283227,9934.999435
286.135606,57.427742,172.283227,9934.999435
286.138277,38.285162,114.855485,9934.999435
286.140949,114.855485,191.425808,9820.143950
286.143621,114.855485,210.568389,9801.001370
286.146293,57.427742,191.425808,9762.716208
286.148964,76.570323,248.853550,9724.431046
286.151636,76.570323,172.283227,9762.716208
286.154308,76.570323,172.283227,9839.286531
286.157012,38.285162,229.710970,9839.286531
286.159715,38.285162,248.853550,9934.999435
286.162419,76.570323,153.140646,9858.429112
286.165122,76.570323,172.283227,9820.143950
286.167826,114.855485,191.425808,9820.143950
286.170529,76.570323,172.283227,9762.716208
