#time,accel_x,accel_y,accel_z
317.389804,76.570323,172.283227,9839.286531
317.392697,19.142581,133.998066,9896.714274
317.395589,38.285162,172.283227,9915.856854
317.398482,57.427742,191.425808,9877.571693
317.401374,57.427742,287.138712,9801.001370
317.404267,114.855485,229.710970,9858.429112
317.407159,76.570323,210.568389,9877.571693
317.410052,19.142581,153.140646,9781.858789
317.412944,76.570323,114.855485,9839.286531
317.415837,57.427742,95.712904,9762.716208
317.418730,57.427742,153.140646,9934.999435
317.421622,95.712904,76.570323,9973.284597
317.424515,19.142581,153.140646,9896.714274
317.427407,76.570323,325.423874,9839.286531
317.430300,95.712904,172.283227,9858.429112
317.433192,19.142581,57.427742,9686.145885
317.436085,153.140646,38.285162,9858.429112
317.438977,114.855485,0.000000,9839.286531
317.441870,38.285162,210.568389,9647.860723
317.444762,114.855485,306.281293,9781.858789
317.447655,19.142581,248.853550,9915.856854
317.450548,76.570323,210.568389,9839.286531
317.453440,153.140646,95.712904,10030.712339
317.456333,95.712904,57.427742,9954.142016
317.459225,153.140646,172.283227,9934.999435
317.461973,76.570323,210.568389,9877.571693
317.464720,57.427742,210.568389,9896.714274
317.467468,76.570323,153.140646,9934.999435
317.470215,19.142581,153.140646,9801.001370
317.472963,133.998066,191.425808,9839.286531
317.475710,-19.142581,133.998066,9762.716208
317.478458,153.140646,153.140646,9705.288466
317.481205,-0.000000,153.140646,9781.858789
317.483953,-95.712904,95.712904,9743.573627
317.486700,76.570323,210.568389,9820.143950
317.489448,76.570323,210.568389,9762.716208
317.492195,95.712904,191.425808,9762.716208
317.494943,114.855485,267.996131,9915.856854
317.497691,57.427742,191.425808,9934.999435
317.500438,133.998066,172.283227,9877.571693
317.503186,76.570323,210.568389,9877.571693
317.505933,95.712904,210.568389,9820.143950
317.508681,95.712904,153.140646,9858.429112
317.511428,95.712904,191.425808,9934.999435
317.514176,57.427742,153.140646,9934.999435
317.516923,-19.142581,153.140646,9781.858789
317.519671,114.855485,287.138712,9781.858789
317.522418,19.142581,191.425808,9724.431046
317.525166,76.570323,248.853550,9724.431046
317.527913,19.142581,153.140646,9781.858789
317.530661,76.570323,153.140646,9877.571693
317.533408,76.570323,229.710970,9801.001370
317.536156,-19.142581,210.568389,9915.856854
317.538903,57.427742,248.853550,9743.573627
317.541651,19.142581,153.140646,9858.429112
317.544398,19.142581,172.283227,9858.429112
317.547146,76.570323,172.283227,9820.143950
317.549894,76.570323,172.283227,9820.143950
317.552641,76.570323,172.283227,9877.571693
317.555389,76.570323,114.855485,9858.429112
317.558136,57.427742,210.568389,9934.999435
317.560884,153.140646,114.855485,9820.143950
317.563631,76.570323,153.140646,9820.143950
317.566379,95.712904,191.425808,9858.429112
317.569126,114.855485,172.283227,9820.143950
317.571787,95.712904,210.568389,9877.571693
317.574448,57.427742,210.568389,9934.999435
317.577109,57.427742,153.140646,9934.999435
317.579770,76.570323,191.425808,9858.429112
317.582431,19.142581,153.140646,9858.429112
317.585092,76.570323,172.283227,9858.429112
317.587753,19.142581,153.140646,9781.858789
317.590414,114.855485,114.855485,9820.143950
317.593075,57.427742,95.712904,9801.001370
317.595736,-19.142581,114.855485,9724.431046
317.598397,19.142581,172.283227,9781.858789
317.601058,57.427742,95.712904,9781.858789
317.603719,38.285162,76.570323,9858.429112
317.606380,-19.142581,133.998066,9820.143950
317.609041,95.712904,95.712904,9801.001370
317.611702,95.712904,114.855485,9896.714274
317.614363,114.855485,114.855485,9877.571693
317.617024,95.712904,172.283227,9858.429112
317.619685,38.285162,267.996131,9762.716208
317.622346,57.427742,363.709035,9801.001370
317.625007,153.140646,248.853550,9839.286531
317.627668,76.570323,76.570323,9954.142016
317.630329,76.570323,-38.285162,10011.569758
317.632990,114.855485,76.570323,10011.569758
317.635651,76.570323,229.710970,9820.143950
317.638312,57.427742,287.138712,9839.286531
317.640973,57.427742,344.566454,9896.714274
317.643634,-57.427742,248.853550,9801.001370
