#time,accel_x,accel_y,accel_z
368.195871,76.570323,210.568389,9839.286531
368.198297,95.712904,191.425808,9992.427178
368.200724,19.142581,229.710970,9896.714274
368.203151,114.855485,172.283227,9820.143950
368.205577,153.140646,153.140646,9934.999435
368.208004,19.142581,172.283227,9896.714274
368.210430,95.712904,210.568389,9858.429112
368.212857,57.427742,95.712904,9858.429112
368.215283,76.570323,114.855485,9839.286531
368.217710,76.570323,114.855485,9839.286531
368.220136,57.427742,191.425808,9877.571693
368.222563,114.855485,191.425808,9934.999435
368.224989,95.712904,95.712904,9724.431046
368.227416,57.427742,95.712904,9781.858789
368.229842,114.855485,0.000000,9801.001370
368.232269,95.712904,57.427742,9781.858789
368.234696,114.855485,325.423874,9896.714274
368.237122,133.998066,344.566454,9896.714274
368.239549,95.712904,229.710970,9934.999435
368.241975,57.427742,191.425808,9934.999435
368.244402,95.712904,95.712904,9896.714274
368.246828,133.998066,76.570323,9973.284597
368.249255,153.140646,210.568389,9762.716208
368.251681,76.570323,229.710970,9877.571693
368.253927,76.570323,210.568389,9877.571693
368.256173,38.285162,210.568389,9896.714274
368.258419,-19.142581,287.138712,9762.716208
368.260666,19.142581,248.853550,9801.001370
368.262912,57.427742,153.140646,9647.860723
368.265158,-19.142581,191.425808,9705.288466
368.267404,19.142581,133.998066,9820.143950
368.269650,19.142581,153.140646,9801.001370
368.271896,76.570323,210.568389,9762.716208
368.274142,-0.000000,325.423874,9877.571693
368.276388,114.855485,267.996131,9915.856854
368.278634,19.142581,153.140646,9877.571693
368.280880,76.570323,133.998066,9915.856854
368.283126,57.427742,153.140646,9934.999435
368.285372,19.142581,191.425808,9896.714274
368.287618,95.712904,306.281293,9896.714274
368.289864,114.855485,287.138712,9858.429112
368.292110,114.855485,229.710970,9877.571693
368.294356,95.712904,114.855485,9877.571693
368.296602,38.285162,210.568389,9915.856854
368.298848,76.570323,153.140646,9762.716208
368.301094,76.570323,191.425808,9762.716208
368.303340,114.855485,191.425808,9820.143950
368.305586,76.570323,172.283227,9820.143950
368.307832,95.712904,172.283227,9858.429112
368.310078,19.142581,210.568389,9858.429112
368.312325,76.570323,229.710970,9820.143950
368.314571,57.427742,153.140646,9858.429112
368.316817,191.425808,133.998066,9801.001370
368.319063,76.570323,114.855485,9820.143950
368.321309,114.855485,191.425808,9934.999435
368.323555,38.285162,114.855485,9801.001370
368.325801,76.570323,229.710970,9877.571693
368.328047,76.570323,153.140646,9877.571693
368.330293,95.712904,210.568389,9934.999435
368.332539,95.712904,229.710970,9877.571693
368.334785,76.570323,172.283227,9820.143950
368.337031,57.427742,133.998066,9877.571693
368.339277,114.855485,153.140646,9839.286531
368.341523,76.570323,210.568389,9858.429112
368.344017,95.712904,95.712904,9896.714274
368.346510,19.142581,133.998066,9896.714274
368.349003,19.142581,191.425808,9858.429112
368.351497,114.855485,114.855485,9839.286531
368.353990,57.427742,172.283227,9896.714274
368.356484,76.570323,114.855485,9858.429112
368.358977,38.285162,76.570323,9858.429112
368.361471,76.570323,114.855485,9858.429112
368.363964,38.285162,172.283227,9781.858789
368.366458,57.427742,95.712904,9839.286531
368.368951,19.142581,95.712904,9743.573627
368.371444,38.285162,76.570323,9839.286531
368.373938,38.285162,76.570323,9877.571693
368.376431,38.285162,76.570323,9801.001370
368.378925,95.712904,114.855485,9896.714274
368.381418,76.570323,172.283227,9858.429112
368.383912,114.855485,172.283227,9762.716208
368.386405,19.142581,191.425808,10011.569758
368.388899,57.427742,133.998066,9934.999435
368.391392,-57.427742,38.285162,9762.716208
368.393885,153.140646,114.855485,9973.284597
368.396379,57.427742,133.998066,9934.999435
368.398872,114.855485,401.994197,9896.714274
368.401366,76.570323,229.710970,9820.143950
368.403859,57.427742,191.425808,9877.571693
368.406353,-38.285162,76.570323,9839.286531
368.408846,38.285162,57.427742,9762.716208
368.411340,76.570323,172.283227,9762.716208
368.413833,76.570323,210.568389,9877.571693
368.416326,-19.142581,229.710970,9609.575562
368.418820,-0.000000,325.423874,9877.571693
368.421313,57.427742,133.998066,9934.999435
368.423807,172.283227,114.855485,9724.431046
368.426300,38.285162,133.998066,9820.143950
368.428794,153.140646,172.283227,9973.284597
368.431287,191.425808,153.140646,9743.573627
368.433781,-76.570323,287.138712,9896.714274
368.436274,95.712904,172.283227,10011.569758
368.438767,191.425808,229.710970,9839.286531
368.441261,-38.285162,248.853550,9896.714274
368.443860,172.283227,229.710970,9973.284597
368.446458,153.140646,248.853550,9934.999435
368.449057,-153.140646,287.138712,9781.858789
368.451655,191.425808,229.710970,9839.286531
368.454254,229.710970,229.710970,9915.856854
368.456852,-19.142581,267.996131,9628.718142
368.459451,191.425808,210.568389,9801.001370
368.462050,38.285162,114.855485,10011.569758
368.464648,76.570323,248.853550,9647.860723
368.467247,-19.142581,248.853550,9801.001370
368.469845,38.285162,191.425808,9992.427178
