#time,accel_x,accel_y,accel_z
292.082556,57.427742,114.855485,9858.429112
292.085749,114.855485,172.283227,9839.286531
292.088943,95.712904,114.855485,9877.571693
292.092136,95.712904,172.283227,9820.143950
292.095329,57.427742,95.712904,9858.429112
292.098522,76.570323,210.568389,9839.286531
292.101715,76.570323,153.140646,9839.286531
292.104909,57.427742,153.140646,9877.571693
292.108102,133.998066,76.570323,9896.714274
292.111295,95.712904,172.283227,9858.429112
292.114488,57.427742,287.138712,9858.429112
292.117681,57.427742,306.281293,9820.143950
292.120874,19.142581,248.853550,9801.001370
292.124068,76.570323,229.710970,9877.571693
292.127261,133.998066,133.998066,9877.571693
292.130454,76.570323,114.855485,9858.429112
292.133647,19.142581,133.998066,9896.714274
292.136840,19.142581,57.427742,9973.284597
292.140034,76.570323,114.855485,9839.286531
292.143227,19.142581,191.425808,9801.001370
292.146420,133.998066,229.710970,9820.143950
292.149613,95.712904,191.425808,9762.716208
292.152806,76.570323,38.285162,9724.431046
292.156000,191.425808,76.570323,9781.858789
292.159193,57.427742,95.712904,9781.858789
292.162386,95.712904,191.425808,9705.288466
292.165579,153.140646,210.568389,9934.999435
292.168772,19.142581,287.138712,9934.999435
292.171965,19.142581,210.568389,9877.571693
292.175159,153.140646,133.998066,9992.427178
292.178352,57.427742,248.853550,9973.284597
292.181545,38.285162,76.570323,9820.143950
292.184738,133.998066,76.570323,10011.569758
292.187645,95.712904,153.140646,9992.427178
292.190552,-76.570323,191.425808,9686.145885
292.193459,76.570323,210.568389,9762.716208
292.196366,114.855485,267.996131,9724.431046
292.199273,114.855485,76.570323,9609.575562
292.202180,76.570323,210.568389,9820.143950
292.205087,-38.285162,133.998066,9762.716208
292.207994,38.285162,153.140646,9743.573627
292.210901,114.855485,229.710970,9762.716208
292.213808,114.855485,210.568389,9858.429112
292.216714,114.855485,114.855485,9839.286531
292.219621,57.427742,153.140646,9934.999435
292.222528,38.285162,133.998066,9915.856854
292.225435,38.285162,306.281293,10030.712339
292.228342,38.285162,114.855485,9915.856854
292.231249,114.855485,191.425808,9973.284597
292.234156,38.285162,133.998066,9858.429112
292.237063,133.998066,114.855485,9877.571693
292.239970,114.855485,210.568389,9858.429112
292.242877,57.427742,172.283227,9877.571693
292.245784,76.570323,210.568389,9858.429112
292.248691,57.427742,153.140646,9743.573627
292.251598,-19.142581,133.998066,9839.286531
292.254505,76.570323,114.855485,9820.143950
292.257412,57.427742,229.710970,9801.001370
292.260318,57.427742,133.998066,9762.716208
292.263225,19.142581,191.425808,9839.286531
292.266132,19.142581,191.425808,9858.429112
292.269039,38.285162,76.570323,9858.429112
292.271946,38.285162,191.425808,9896.714274
292.274853,95.712904,172.283227,9839.286531
292.277760,133.998066,153.140646,9820.143950
292.280667,76.570323,114.855485,9858.429112
292.283574,114.855485,229.710970,9858.429112
292.286481,95.712904,191.425808,9743.573627
292.289388,114.855485,287.138712,9877.571693
292.292295,153.140646,287.138712,9858.429112
292.295202,38.285162,229.710970,9839.286531
292.298109,57.427742,191.425808,9973.284597
292.301016,57.427742,191.425808,9934.999435
292.303759,76.570323,114.855485,9858.429112
292.306502,76.570323,172.283227,9839.286531
292.309246,76.570323,210.568389,9877.571693
292.311989,114.855485,172.283227,9877.571693
292.314733,76.570323,114.855485,9877.571693
292.317476,76.570323,210.568389,9820.143950
292.320219,19.142581,210.568389,9839.286531
292.322963,76.570323,172.283227,9820.143950
292.325706,19.142581,133.998066,9801.001370
292.328449,38.285162,114.855485,9667.003304
292.331193,114.855485,57.427742,9781.858789
292.333936,19.142581,133.998066,9839.286531
292.336680,76.570323,114.855485,9820.143950
292.339423,76.570323,191.425808,9877.571693
292.342166,95.712904,153.140646,9877.571693
292.344910,114.855485,229.710970,9877.571693
292.347653,95.712904,248.853550,9877.571693
292.350397,114.855485,210.568389,9877.571693
292.353140,57.427742,191.425808,9954.142016
292.355883,57.427742,95.712904,9896.714274
292.358627,76.570323,76.570323,9915.856854
292.361370,57.427742,95.712904,9839.286531
292.364114,38.285162,172.283227,9915.856854
292.366857,114.855485,287.138712,9839.286531
292.369600,133.998066,287.138712,9820.143950
292.372344,38.285162,210.568389,9839.286531
292.375087,19.142581,133.998066,9839.286531
292.377831,57.427742,38.285162,9839.286531
292.380574,76.570323,114.855485,9762.716208
292.383317,19.142581,191.425808,9781.858789
292.386061,114.855485,191.425808,9762.716208
292.388804,76.570323,210.568389,9820.143950
292.391547,19.142581,172.283227,9896.714274
292.394291,19.142581,153.140646,9896.714274
292.397034,19.142581,191.425808,9896.714274
292.399778,133.998066,229.710970,9877.571693
292.402521,76.570323,114.855485,9934.999435
292.405264,57.427742,95.712904,9896.714274
292.408008,57.427742,133.998066,9934.999435
292.410751,95.712904,248.853550,9934.999435
292.413401,114.855485,306.281293,9896.714274
292.416050,57.427742,229.710970,9839.286531
292.418700,133.998066,153.140646,9858.429112
292.421349,76.570323,153.140646,9762.716208
292.423999,57.427742,95.712904,9820.143950
292.426648,76.570323,191.425808,9839.286531
292.429298,114.855485,191.425808,9858.429112
292.431947,76.570323,267.996131,9896.714274
292.434596,95.712904,153.140646,9762.716208
292.437246,19.142581,95.712904,9934.999435
292.439895,76.570323,114.855485,9877.571693
292.442545,19.142581,172.283227,9839.286531
292.445194,95.712904,248.853550,9858.429112
292.447844,76.570323,229.710970,9820.143950
292.450493,114.855485,95.712904,9801.001370
292.453143,38.285162,38.285162,9820.143950
292.455792,114.855485,210.568389,9877.571693
292.458442,38.285162,229.710970,9896.714274
292.461091,133.998066,229.710970,9877.571693
292.463741,133.998066,210.568389,9858.429112
292.466390,95.712904,133.998066,9954.142016
292.469040,95.712904,76.570323,9934.999435
292.471689,57.427742,191.425808,9877.571693
292.474338,133.998066,325.423874,9915.856854
292.476988,38.285162,267.996131,9877.571693
292.479637,95.712904,172.283227,9820.143950
292.482287,114.855485,114.855485,9762.716208
292.484936,95.712904,114.855485,9896.714274
292.487586,133.998066,229.710970,9858.429112
292.490235,76.570323,210.568389,9820.143950
292.492885,19.142581,133.998066,9801.001370
292.495534,38.285162,76.570323,9801.001370
292.498184,76.570323,114.855485,9877.571693
292.500833,76.570323,172.283227,9858.429112
292.503483,38.285162,267.996131,9762.716208
292.506132,57.427742,248.853550,9762.716208
292.508782,38.285162,76.570323,9839.286531
292.511431,57.427742,133.998066,9877.571693
292.514081,76.570323,57.427742,10011.569758
292.516730,76.570323,114.855485,9839.286531
292.519314,57.427742,248.853550,9877.571693
292.521898,114.855485,191.425808,9934.999435
292.524482,19.142581,153.140646,9896.714274
292.527067,95.712904,95.712904,9858.429112
292.529651,153.140646,57.427742,9896.714274
292.532235,114.855485,114.855485,9896.714274
292.534819,19.142581,248.853550,9801.001370
292.537403,114.855485,153.140646,9877.571693
292.539987,95.712904,114.855485,9762.716208
292.542571,57.427742,95.712904,9896.714274
292.545156,57.427742,133.998066,9877.571693
292.547740,38.285162,267.996131,9820.143950
292.550324,19.142581,172.283227,9762.716208
292.552908,57.427742,114.855485,9896.714274
292.555492,38.285162,76.570323,9839.286531
292.558076,76.570323,114.855485,9801.001370
292.560660,38.285162,133.998066,9839.286531
292.563245,57.427742,229.710970,9858.429112
292.565829,114.855485,210.568389,9820.143950
292.568413,95.712904,114.855485,9877.571693
292.570997,114.855485,114.855485,9820.143950
292.573581,114.855485,172.283227,9839.286531
292.576165,114.855485,210.568389,9858.429112
292.578749,133.998066,267.996131,9915.856854
292.581333,95.712904,172.283227,9801.001370
292.583918,19.142581,95.712904,9934.999435
292.586502,57.427742,133.998066,9934.999435
292.589086,19.142581,95.712904,9877.571693
292.591670,57.427742,229.710970,9781.858789
292.594254,38.285162,325.423874,9858.429112
292.596838,76.570323,114.855485,9877.571693
292.599422,19.142581,133.998066,9858.429112
292.602007,76.570323,76.570323,9896.714274
292.604591,19.142581,153.140646,9781.858789
292.607175,114.855485,229.710970,9858.429112
292.609759,57.427742,153.140646,9762.716208
292.612343,76.570323,153.140646,9801.001370
292.614927,38.285162,38.285162,9877.571693
292.617511,114.855485,133.998066,9954.142016
292.620096,76.570323,153.140646,9820.143950
292.622634,57.427742,306.281293,9896.714274
292.625173,76.570323,210.568389,9877.571693
292.627712,57.427742,153.140646,9877.571693
292.630251,76.570323,95.712904,9934.999435
292.632789,95.712904,114.855485,9896.714274
292.635328,76.570323,229.710970,9877.571693
292.637867,133.998066,287.138712,9858.429112
292.640406,76.570323,210.568389,9839.286531
292.642944,114.855485,133.998066,9877.571693
292.645483,114.855485,95.712904,9896.714274
292.648022,114.855485,210.568389,9858.429112
292.650561,76.570323,229.710970,9743.573627
292.653100,76.570323,210.568389,9820.143950
292.655638,57.427742,114.855485,9781.858789
292.658177,57.427742,95.712904,9858.429112
292.660716,133.998066,114.855485,9820.143950
292.663255,19.142581,191.425808,9839.286531
292.665793,76.570323,114.855485,9820.143950
292.668332,76.570323,114.855485,9820.143950
292.670871,19.142581,133.998066,9839.286531
292.673410,76.570323,76.570323,9915.856854
292.675948,57.427742,248.853550,9934.999435
292.678487,76.570323,229.710970,9858.429112
292.681026,57.427742,229.710970,9896.714274
292.683565,57.427742,95.712904,9858.429112
292.686103,76.570323,38.285162,9915.856854
292.688642,153.140646,95.712904,9839.286531
292.691181,76.570323,210.568389,9801.001370
292.693720,57.427742,287.138712,9801.001370
292.696259,76.570323,210.568389,9839.286531
292.698797,57.427742,95.712904,9896.714274
292.701336,95.712904,95.712904,9858.429112
292.703875,95.712904,191.425808,9820.143950
292.706414,95.712904,210.568389,9858.429112
292.708952,57.427742,191.425808,9934.999435
292.711491,19.142581,114.855485,9820.143950
292.714030,19.142581,191.425808,9820.143950
292.716569,57.427742,95.712904,9801.001370
292.719107,95.712904,114.855485,9820.143950
292.721646,95.712904,229.710970,9820.143950
292.724153,76.570323,172.283227,9820.143950
292.726660,95.712904,95.712904,9781.858789
292.729167,19.142581,95.712904,9934.999435
